article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409192,20.6,20.6 A 330-to-344GHz GaN Power Amplifier with Maximum-Available-Gain-Boosting Technique and Compact Tandem Coupler Achieving 86mW Output Power at 340GHz,https://ieeexplore.ieee.org/document/11409192/,10.1109/ISSCC49663.2026.11409192,350,352,Weibo Wang; Wenhua Chen; Kenan Xie; Chenjie Luo; Yibin Zhang; Dechun Shang; Ziwei Jiang; Guodong Yu; Yan Chen; Keping Wang,https://ieeexplore.ieee.org/author/37089262108; https://ieeexplore.ieee.org/author/37279187600; https://ieeexplore.ieee.org/author/37088598628; https://ieeexplore.ieee.org/author/37085490339; https://ieeexplore.ieee.org/author/420793505201519; https://ieeexplore.ieee.org/author/37088931752; https://ieeexplore.ieee.org/author/37089537796; https://ieeexplore.ieee.org/author/37089247477; https://ieeexplore.ieee.org/author/37089650366; https://ieeexplore.ieee.org/author/37653872300
11409314,20.7,20.7 An Ultra-Compact D-Band Transceiver Front-End Based on a Common-Gate Bidirectional Amplifier Achieving 11.2dBm TX $P_{\text{sat }}$ and 8.2dB RX Average NF for an Area-Constrained 2D Beamformer AiP,https://ieeexplore.ieee.org/document/11409314/,10.1109/ISSCC49663.2026.11409314,352,354,Syed Mohammad Ashab Uddin; Wooram Lee,https://ieeexplore.ieee.org/author/37089834254; https://ieeexplore.ieee.org/author/37597140700
11409097,,A 16-to-256QAM G-Band Subharmonic Phase-Modulating Transmitter for Beyond-5G Communications,https://ieeexplore.ieee.org/document/11409097/,10.1109/ISSCC49663.2026.11409097,354,356,Jia Zhou; Jieqiong Du; Chao-Jen Tien; Jhih-Wei Chen; Ruei-Chen Soong; Francisco Cardenas Beltran; Lachlan Cuskelly; Christopher Chen; Minji Zhu; Adrian Tang; Sai-Wang Tam; Mau-Chung Frank Chang,https://ieeexplore.ieee.org/author/37086096668; https://ieeexplore.ieee.org/author/37088733568; https://ieeexplore.ieee.org/author/37089002675; https://ieeexplore.ieee.org/author/37086065362; https://ieeexplore.ieee.org/author/319141210734084; https://ieeexplore.ieee.org/author/259204801275949; https://ieeexplore.ieee.org/author/37089739613; https://ieeexplore.ieee.org/author/37086940461; https://ieeexplore.ieee.org/author/37088732995; https://ieeexplore.ieee.org/author/37087311160; https://ieeexplore.ieee.org/author/37573166200; https://ieeexplore.ieee.org/author/37087311761
11408956,20.9,20.9 A Compact 26/38GHz-Reconfigurable Dual-Band Low-Noise Amplifier Using Transformer-Based Pole-Zero-Inversion Image-Rejection Technique Achieving >39/41dB IRR for 5G Multi-Band Applications,https://ieeexplore.ieee.org/document/11408956/,10.1109/ISSCC49663.2026.11408956,356,358,Jiaming Luo; Jincai Wen; Yuxia Wu; Xu Wang; Lingling Sun,https://ieeexplore.ieee.org/author/37088953852; https://ieeexplore.ieee.org/author/37421600100; https://ieeexplore.ieee.org/author/37088587430; https://ieeexplore.ieee.org/author/37088931667; https://ieeexplore.ieee.org/author/37088407419
11409245,20.10,20.10 A 214-to-242GHz Miniaturized Co-Packaged PA-Antenna Array with 29dBm Lens-Less Eirp in a 0.13μm SiGe Process,https://ieeexplore.ieee.org/document/11409245/,10.1109/ISSCC49663.2026.11409245,358,360,Qianqi Meng; Zhihua Wang; Peigen Zhou; Dawei Tang; Siyuan Tang; Junyue Xiao; Rui Zhou; Jinben Li; Zhe Chen; Jixin Chen; Hao Gao; Wei Hong,https://ieeexplore.ieee.org/author/37090032261; https://ieeexplore.ieee.org/author/696417179722650; https://ieeexplore.ieee.org/author/37086130902; https://ieeexplore.ieee.org/author/37089643370; https://ieeexplore.ieee.org/author/37088880731; https://ieeexplore.ieee.org/author/325304491072509; https://ieeexplore.ieee.org/author/37088855532; https://ieeexplore.ieee.org/author/37089285263; https://ieeexplore.ieee.org/author/37089296734; https://ieeexplore.ieee.org/author/37089261333; https://ieeexplore.ieee.org/author/37089788150; https://ieeexplore.ieee.org/author/37089296146
11409102,20.11,20.11 A 215GHz 8×8 Radiator-Oscillator Array with Robust Coupling Achieving 25.5dBm EIRP and 12.9% FTR,https://ieeexplore.ieee.org/document/11409102/,10.1109/ISSCC49663.2026.11409102,360,362,Ahmed Elmenshawi; Sriram Muralidharan; Mona M. Hella,https://ieeexplore.ieee.org/author/37089314522; https://ieeexplore.ieee.org/author/37088901827; https://ieeexplore.ieee.org/author/37428210600
11409163,,Session 21 Overview: Sensor Interfaces,https://ieeexplore.ieee.org/document/11409163/,10.1109/ISSCC49663.2026.11409163,362,363,,
11408970,21.1,"21.1 Sub-1mV-Accuracy, 24-CH Synchronous Battery Monitoring IC with Bipolar-Sampling ADCs and Calibration Engines",https://ieeexplore.ieee.org/document/11408970/,10.1109/ISSCC49663.2026.11408970,364,366,Jeongwon Han; Sunsik Woo; Kwang-Seok Oh; Donghyeon Kim; Youngwoon Ko; Won-Jong Choi; Seungjun Han; Kyungdam Park; Juncheol Choi; Jinseop Lee; Jin-Yong Jeon; Young-Suk Son; Sang-Gug Lee; Kyeongha Kwon,https://ieeexplore.ieee.org/author/37088607092; https://ieeexplore.ieee.org/author/37089772132; https://ieeexplore.ieee.org/author/37089771905; https://ieeexplore.ieee.org/author/37405013100; https://ieeexplore.ieee.org/author/37089771513; https://ieeexplore.ieee.org/author/37088801648; https://ieeexplore.ieee.org/author/37089679949; https://ieeexplore.ieee.org/author/233151323522265; https://ieeexplore.ieee.org/author/989457236270076; https://ieeexplore.ieee.org/author/794904945439838; https://ieeexplore.ieee.org/author/37089770561; https://ieeexplore.ieee.org/author/37089772227; https://ieeexplore.ieee.org/author/37090083742; https://ieeexplore.ieee.org/author/37085455406
11409196,,A Fully Integrated GMR Biosensor with On-Chip Coils and Sensors Achieving 605 Resolution FoM for Multiplexed PoC Diagnostics,https://ieeexplore.ieee.org/document/11409196/,10.1109/ISSCC49663.2026.11409196,366,368,Mengze Wu; Remy Lassalle-Balier; Pablo Aguirre; Florencia Ferrer; Sina Haji Alizad; Shekher Kummari; Alex Latham; Drew A. Hall,https://ieeexplore.ieee.org/author/37089629196; https://ieeexplore.ieee.org/author/299020890642130; https://ieeexplore.ieee.org/author/550943533650453; https://ieeexplore.ieee.org/author/611939162278475; https://ieeexplore.ieee.org/author/37085670052; https://ieeexplore.ieee.org/author/670821194857696; https://ieeexplore.ieee.org/author/444605993955338; https://ieeexplore.ieee.org/author/474639569785946
11409332,21.3,21.3 A Temperature- and Aging-Compensated TMR Current Sensor with ±0.13% Sensitivity Variation from −40°C to 120°C,https://ieeexplore.ieee.org/document/11409332/,10.1109/ISSCC49663.2026.11409332,368,370,Tianxiang Qu; Nan Wang; Kaiwen Zhou; Jiayao Liu; Longxi Xiang; Mingqian Sun; Zhiliang Hong; Xiaoyang Zeng; Jiawei Xu,https://ieeexplore.ieee.org/author/37089336434; https://ieeexplore.ieee.org/author/414278766423793; https://ieeexplore.ieee.org/author/37087121792; https://ieeexplore.ieee.org/author/37089943416; https://ieeexplore.ieee.org/author/217834817085067; https://ieeexplore.ieee.org/author/37087465891; https://ieeexplore.ieee.org/author/37276342300; https://ieeexplore.ieee.org/author/37088488311; https://ieeexplore.ieee.org/author/37089430370
11409074,21.4,21.4 A Background-Calibrated NPN-Based Temperature Sensor with 0.05°C ($3 \sigma$) Inaccuracy from −70°C to 125°C,https://ieeexplore.ieee.org/document/11409074/,10.1109/ISSCC49663.2026.11409074,370,372,Nandor G. Toth; Kofi A. A. Makinwa,https://ieeexplore.ieee.org/author/37089773189; https://ieeexplore.ieee.org/author/37089774094
11408948,,A 0.6V 625um2 Fully Stacked RC-Based Temperature Sensor Using Low TCR Metal Resistor Achieving 0.017nJ.%2-Accuracy FoM in 2nm Gate-All-Around Process,https://ieeexplore.ieee.org/document/11408948/,10.1109/ISSCC49663.2026.11408948,372,374,Haejung Choi; Jooseong Kim; Woojoong Jung; Sungmin Yoo; Jun-Hyeok Yang; Sunghyuck Lee; Jihye Park; Michael Choi; Ben Rhew,https://ieeexplore.ieee.org/author/37087954919; https://ieeexplore.ieee.org/author/37089337166; https://ieeexplore.ieee.org/author/37088497771; https://ieeexplore.ieee.org/author/38238610400; https://ieeexplore.ieee.org/author/840782491842825; https://ieeexplore.ieee.org/author/949234632348755; https://ieeexplore.ieee.org/author/748249876955771; https://ieeexplore.ieee.org/author/37088207473; https://ieeexplore.ieee.org/author/37088740650
11409085,,A ±60mA-Inaccuracy Low-Side Average Current Sensor with Operating-Conditions-Insensitive Control Supporting 0.1-to-3A Load Range and Sub-100ns Sample Time for Automotive USB Charge Application,https://ieeexplore.ieee.org/document/11409085/,10.1109/ISSCC49663.2026.11409085,1,3,Jian-Jun Kuang; Xin Ming; Xin-Ce Gong; Tian-Chen Lang; Xiang Geng; Bo Zhang,https://ieeexplore.ieee.org/author/37088870972; https://ieeexplore.ieee.org/author/37087205172; https://ieeexplore.ieee.org/author/37089391432; https://ieeexplore.ieee.org/author/201899892672831; https://ieeexplore.ieee.org/author/37087592365; https://ieeexplore.ieee.org/author/37089921410
11409062,,A Battery-Free Wireless Electrochemical-Interface SoC Featuring 143dB Dynamic Range for Multimodal Wearables,https://ieeexplore.ieee.org/document/11409062/,10.1109/ISSCC49663.2026.11409062,376,378,Weixiao Wang; Yili Shen; Tianyi Cai; Qijing Xiao; Yuxuan Luo; Bo Zhao,https://ieeexplore.ieee.org/author/37089358054; https://ieeexplore.ieee.org/author/37089834273; https://ieeexplore.ieee.org/author/37089834074; https://ieeexplore.ieee.org/author/37089772453; https://ieeexplore.ieee.org/author/37086124880; https://ieeexplore.ieee.org/author/37597339200
11409117,21.8,21.8 A CMOS Hybrid Common-Gate Current-Integrating Sampler with <37dB SNDR Across 51GHz BW in a 128GS/s Front-End,https://ieeexplore.ieee.org/document/11409117/,10.1109/ISSCC49663.2026.11409117,378,380,Jun Dai; Yi Zhong; Yunsong Tao; Aodong Zhang; Mingtao Zhan; Hao Zhang; Lu Jie; Nan Sun,https://ieeexplore.ieee.org/author/363138434244226; https://ieeexplore.ieee.org/author/298505031085710; https://ieeexplore.ieee.org/author/37088388511; https://ieeexplore.ieee.org/author/812431225430004; https://ieeexplore.ieee.org/author/37088786316; https://ieeexplore.ieee.org/author/904539001813096; https://ieeexplore.ieee.org/author/673878981735579; https://ieeexplore.ieee.org/author/576602833905681
11409178,21.9,21.9 A -82.3dB THD+N 60V Fully Integrated Shunt-Resistor-Based In-Line Current Sensor with DLL-Assisted Dynamic Body-Biasing Technique,https://ieeexplore.ieee.org/document/11409178/,10.1109/ISSCC49663.2026.11409178,380,382,Heng Ma; Huajun Zhang; Qinwen Fan,https://ieeexplore.ieee.org/author/750121525552181; https://ieeexplore.ieee.org/author/182813804618463; https://ieeexplore.ieee.org/author/37089398639
11409063,,Session 22 Overview: Circuits in Extreme Environments,https://ieeexplore.ieee.org/document/11409063/,10.1109/ISSCC49663.2026.11409063,382,383,,
11409159,22.1,22.1 A Cryo-CMOS Color-Center Quantum Controller with Diamond Waveguide Micro-Chiplet Integration,https://ieeexplore.ieee.org/document/11409159/,10.1109/ISSCC49663.2026.11409159,1,3,Jinchen Wang; Yuyang Han; Isaac B. Harris; Eunseok Lee; Yong Hu; Di Liu; Dirk Englund; Ruonan Han,https://ieeexplore.ieee.org/author/37086018975; https://ieeexplore.ieee.org/author/37089977401; https://ieeexplore.ieee.org/author/37088501065; https://ieeexplore.ieee.org/author/37089507828; https://ieeexplore.ieee.org/author/37089254313; https://ieeexplore.ieee.org/author/802246094731926; https://ieeexplore.ieee.org/author/37279053900; https://ieeexplore.ieee.org/author/37086400017
11409194,22.2,22.2 A 16-Channel Low-Power Cryo-CMOS Flux Control Pulse Generator ASIC in 14nm FinFET Technology,https://ieeexplore.ieee.org/document/11409194/,10.1109/ISSCC49663.2026.11409194,386,388,Kevin Tien; David J. Frank; John F. Bulzacchelli; Pat Rosno; Daniel Moertl; John Timmerwilke; Ari Noori; Devin Underwood; Ken Inoue; Subhajit Ray; Daniel Ramirez; Timothy J. Schmerbeck; Bryce Snell; Jeremy Ekman; Ryan Black; Mark Yeck; Tom Haselhorst; Emma Erickson; Kevin Demsky; Christian W. Baks; Jonathan Kaus; Andrea Ruffino; Pier Andrea Francese; Andy Davies; Sudipto Chakraborty; Scott Lekuch; Brian P. Gaucher; Bodhisatwa Sadhu; Scott M. Willenborg; Daniel J. Friedman,https://ieeexplore.ieee.org/author/37085682286; https://ieeexplore.ieee.org/author/104813322287982; https://ieeexplore.ieee.org/author/37300094000; https://ieeexplore.ieee.org/author/37089336664; https://ieeexplore.ieee.org/author/37086784764; https://ieeexplore.ieee.org/author/37086805493; https://ieeexplore.ieee.org/author/260290056886018; https://ieeexplore.ieee.org/author/37089337553; https://ieeexplore.ieee.org/author/37072024400; https://ieeexplore.ieee.org/author/37089461843; https://ieeexplore.ieee.org/author/37089338495; https://ieeexplore.ieee.org/author/250283646652318; https://ieeexplore.ieee.org/author/509790696399952; https://ieeexplore.ieee.org/author/163810197537886; https://ieeexplore.ieee.org/author/550109522227841; https://ieeexplore.ieee.org/author/37085700839; https://ieeexplore.ieee.org/author/390095910346001; https://ieeexplore.ieee.org/author/818553678968291; https://ieeexplore.ieee.org/author/838870033857252; https://ieeexplore.ieee.org/author/37088815434; https://ieeexplore.ieee.org/author/828242381635078; https://ieeexplore.ieee.org/author/37086236753; https://ieeexplore.ieee.org/author/37275750200; https://ieeexplore.ieee.org/author/669229715385228; https://ieeexplore.ieee.org/author/267307604986504; https://ieeexplore.ieee.org/author/37708224500; https://ieeexplore.ieee.org/author/402979487687160; https://ieeexplore.ieee.org/author/37542588600; https://ieeexplore.ieee.org/author/101484073718566; https://ieeexplore.ieee.org/author/651772918707228
11409175,22.3,22.3 A Multi-Qubit Cryo-CMOS SoC with Polar-Based Electron-Spin and PDM-Based Nuclear-Spin Controllers for Color Centers in Diamond,https://ieeexplore.ieee.org/document/11409175/,10.1109/ISSCC49663.2026.11409175,388,390,Niels Fakkel; Luc Enthoven; Mohamed Abdelrahman Elbadry; Hendrik Benjamin van Ommen; Margriet van Riggelen; Jiwon Yun; Tim Hugo Taminiau; Fabio Sebastiano; Masoud Babaie,https://ieeexplore.ieee.org/author/37089927219; https://ieeexplore.ieee.org/author/37089336444; https://ieeexplore.ieee.org/author/37086128405; https://ieeexplore.ieee.org/author/989767201609884; https://ieeexplore.ieee.org/author/423812786854787; https://ieeexplore.ieee.org/author/793892662617745; https://ieeexplore.ieee.org/author/296444236650927; https://ieeexplore.ieee.org/author/37567267500; https://ieeexplore.ieee.org/author/37089040150
11408995,,A Radiation-Hardened Self-Healing CMOS Imager with Online Pixel/Logic Annealing and Tile-Adaptive Compression for Space Applications,https://ieeexplore.ieee.org/document/11408995/,10.1109/ISSCC49663.2026.11408995,390,392,Quan Cheng; Zhengke Yang; Haoyuan Li; Qiufeng Li; Zhen Kong; Gaoqiang Niu; Yuan Liang; Jiamin Li; Jerald Yoo; Masanori Hashimoto; Longyang Lin,https://ieeexplore.ieee.org/author/37088892657; https://ieeexplore.ieee.org/author/37089384941; https://ieeexplore.ieee.org/author/37089908075; https://ieeexplore.ieee.org/author/37089742892; https://ieeexplore.ieee.org/author/37089227257; https://ieeexplore.ieee.org/author/37086471052; https://ieeexplore.ieee.org/author/226204426339308; https://ieeexplore.ieee.org/author/37088094210; https://ieeexplore.ieee.org/author/37087673489; https://ieeexplore.ieee.org/author/686478014194678; https://ieeexplore.ieee.org/author/37086051681
11408968,,A 500kGy Radiation-Hardened 2.4GHz Wi-Fi Receiver for Innovative Nuclear Power Plant Decommissioning,https://ieeexplore.ieee.org/document/11408968/,10.1109/ISSCC49663.2026.11408968,392,394,Yasuto Narukiyo; Sena Kato; Kotaro Yanaka; Yuya Takahashi; Masaya Miyahara; Jill Mayeda; Atsushi Shirane,https://ieeexplore.ieee.org/author/37089866785; https://ieeexplore.ieee.org/author/37089336268; https://ieeexplore.ieee.org/author/553480471010851; https://ieeexplore.ieee.org/author/37089851509; https://ieeexplore.ieee.org/author/37407974100; https://ieeexplore.ieee.org/author/107806977226103; https://ieeexplore.ieee.org/author/38234957500
11409148,,Session 23 Overview: Next-Generation Optical Transceivers,https://ieeexplore.ieee.org/document/11409148/,10.1109/ISSCC49663.2026.11409148,394,395,,
11409081,,A 32 Gb/s/λ 256Gb/S/Fiber Half-Rate Bandpass-Filtered Clock-Forwarding DWDM Optical Link in a 3D-Stacked 7nm EIC/65nm PIC Technology,https://ieeexplore.ieee.org/document/11409081/,10.1109/ISSCC49663.2026.11409081,396,398,Sanquan Song; Nandish Mehta; Nikola Nedovic; Angad Rekhi; Georgios Kalogerakis; Li Xu; Brian Zimmer; Stephen G. Tell; Yoshi Nishi; Xi Chen; Ward Lopes; Benjamin G. Lee; Thomas H. Greer; C. Thomas Gray,https://ieeexplore.ieee.org/author/37086113413; https://ieeexplore.ieee.org/author/38236938600; https://ieeexplore.ieee.org/author/464464411978830; https://ieeexplore.ieee.org/author/328359974026279; https://ieeexplore.ieee.org/author/287645594976505; https://ieeexplore.ieee.org/author/37086019645; https://ieeexplore.ieee.org/author/38546885300; https://ieeexplore.ieee.org/author/37377831700; https://ieeexplore.ieee.org/author/926341531312022; https://ieeexplore.ieee.org/author/38580546300; https://ieeexplore.ieee.org/author/811121172711068; https://ieeexplore.ieee.org/author/37600704300; https://ieeexplore.ieee.org/author/264736935381424; https://ieeexplore.ieee.org/author/37089461228
11409176,23.2,23.2 A 2-Channel 800Gb/s Transceiver for Coherent-Lite Applications with <300ns Latency in 5nm FinFET,https://ieeexplore.ieee.org/document/11409176/,10.1109/ISSCC49663.2026.11409176,398,400,Marco Sosio; Claudio Nani; Enrico Monaco; Nicola Ghittori; Domenico Albano; Alessio Di Pasquo; Alessandro Bosi; Travis Lovitt; Gabriele Gira; Fulvio Martinelli; Victor Karam; Devrishi Khanna; Mehdi N. Khiarak; Sasan Cyrusian; Mehdi Davoodi; Marco Garampazzi; Nimesh N. Miral; Fabio Giunco; Ivan Fabiano; Nicola Codega; Claudio Asero; Daniel L. Herbas; Enrico Temporiti; Shawn Scouten; Kishore Kota; Yang Fu; Ruibin Jin; Josef Mueller; Michael Leung; Arash Farhoodfar; Stephen Jantzi; Ken Chang,https://ieeexplore.ieee.org/author/37692568100; https://ieeexplore.ieee.org/author/37887709400; https://ieeexplore.ieee.org/author/316679777887844; https://ieeexplore.ieee.org/author/378596180453445; https://ieeexplore.ieee.org/author/995472182105309; https://ieeexplore.ieee.org/author/37088902061; https://ieeexplore.ieee.org/author/37972836700; https://ieeexplore.ieee.org/author/340159874646546; https://ieeexplore.ieee.org/author/640220055139759; https://ieeexplore.ieee.org/author/205167633702762; https://ieeexplore.ieee.org/author/832741239616158; https://ieeexplore.ieee.org/author/37085396948; https://ieeexplore.ieee.org/author/37086836445; https://ieeexplore.ieee.org/author/791528858927384; https://ieeexplore.ieee.org/author/373003856684628; https://ieeexplore.ieee.org/author/37085427473; https://ieeexplore.ieee.org/author/37089005634; https://ieeexplore.ieee.org/author/37086699643; https://ieeexplore.ieee.org/author/38580793400; https://ieeexplore.ieee.org/author/38580511900; https://ieeexplore.ieee.org/author/37085689908; https://ieeexplore.ieee.org/author/415089475138892; https://ieeexplore.ieee.org/author/37281770000; https://ieeexplore.ieee.org/author/506393449133267; https://ieeexplore.ieee.org/author/37089358630; https://ieeexplore.ieee.org/author/902128918412068; https://ieeexplore.ieee.org/author/344672194266346; https://ieeexplore.ieee.org/author/760223890258995; https://ieeexplore.ieee.org/author/37712434800; https://ieeexplore.ieee.org/author/968855043691009; https://ieeexplore.ieee.org/author/553499406553741; https://ieeexplore.ieee.org/author/930708292336390
11409086,,A 2×500Gb/s Monolithic Silicon-Photonic DWDM PAM-4 Transceiver in 45nm CMOS SOI,https://ieeexplore.ieee.org/document/11409086/,10.1109/ISSCC49663.2026.11409086,400,402,Ziang Xu; Yalong Lin; Jinxuan Jin; Zhenkai Ye; Dacheng Xu; Aolin Xu; Chaodi Sheng; Binwen Hong; Xiaojun Bi,https://ieeexplore.ieee.org/author/37089370897; https://ieeexplore.ieee.org/author/284403762837878; https://ieeexplore.ieee.org/author/841351269680817; https://ieeexplore.ieee.org/author/821485667338544; https://ieeexplore.ieee.org/author/37087162972; https://ieeexplore.ieee.org/author/37087902099; https://ieeexplore.ieee.org/author/37088541542; https://ieeexplore.ieee.org/author/115669726002124; https://ieeexplore.ieee.org/author/38184946500
11409070,23.4,23.4 A 6.4Tb/s 4.2pJ/b Co-Packaged Optics ASIC with Direct-Drive Integrated TIA and Retimed Segmented Mach-Zehnder Modulator Driver in 7nm FinFET,https://ieeexplore.ieee.org/document/11409070/,10.1109/ISSCC49663.2026.11409070,402,404,Mahdi Kashmiri; Ajay Yadav; Jin Namkoong; Behrooz Nakhkoob; Tony Kao; Shen Shen; Vaibhav Pandey; Kuan-Chang Chen; Jinho Han; Sudheer Gaddam; Shayan Kazemkhani; Sang Young Kim; Simar Maangat; Bo Nguyen; Mike Robinson; Hiva Hedayati,https://ieeexplore.ieee.org/author/37665580900; https://ieeexplore.ieee.org/author/798379661818903; https://ieeexplore.ieee.org/author/37085717368; https://ieeexplore.ieee.org/author/37681198400; https://ieeexplore.ieee.org/author/37088697080; https://ieeexplore.ieee.org/author/889862575962853; https://ieeexplore.ieee.org/author/37088482399; https://ieeexplore.ieee.org/author/577194984581162; https://ieeexplore.ieee.org/author/37088003775; https://ieeexplore.ieee.org/author/310229563840883; https://ieeexplore.ieee.org/author/37088734111; https://ieeexplore.ieee.org/author/675444048553724; https://ieeexplore.ieee.org/author/272153159970371; https://ieeexplore.ieee.org/author/336758937426978; https://ieeexplore.ieee.org/author/641366607148376; https://ieeexplore.ieee.org/author/508433108478503
11409273,,A 212Gb/s/λ 0.91pJ/b Direct-Drive O-Band Monolithic Coherent Transmitter Based on Carrier-Injection-Mode Mach-Zehnder Modulator,https://ieeexplore.ieee.org/document/11409273/,10.1109/ISSCC49663.2026.11409273,1,3,Antroy Roy Chowdhury; Wahid Rahman; Ahmed ElShater; Tamer Ali; Vladimir Stojanovic,https://ieeexplore.ieee.org/author/37087575559; https://ieeexplore.ieee.org/author/37086136424; https://ieeexplore.ieee.org/author/37086132376; https://ieeexplore.ieee.org/author/37072800500; https://ieeexplore.ieee.org/author/37089548865
11409355,23.6,23.6 A 112Gb/s NRZ Heterodyne Detection 23ns Settled Burst-Mode RX with CD Suppression and Envelope Demodulation for 100G PON,https://ieeexplore.ieee.org/document/11409355/,10.1109/ISSCC49663.2026.11409355,406,408,Cheng Wang; Ye Gu; Gertjan Coudyzer; Shengpu Niu; Jing Zhang; Xin Yin,https://ieeexplore.ieee.org/author/971437256953753; https://ieeexplore.ieee.org/author/37086584674; https://ieeexplore.ieee.org/author/37085862315; https://ieeexplore.ieee.org/author/37086412348; https://ieeexplore.ieee.org/author/541455753237452; https://ieeexplore.ieee.org/author/37088961634
11409142,,Session 24 Overview: Displays,https://ieeexplore.ieee.org/document/11409142/,10.1109/ISSCC49663.2026.11409142,408,409,,
11408967,24.1,24.1 A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses,https://ieeexplore.ieee.org/document/11408967/,10.1109/ISSCC49663.2026.11408967,1,3,Yongil Kwon; Sunkwon Kim; Youngkil Choi; Taehyun Kwon; Seongyoung Ryu; Sewhan Na; Kangjoo Kim; Uijong Song; Hyun-Wook Lim; Jongwoo Lee; Jae-Yeol Lee,https://ieeexplore.ieee.org/author/37087634910; https://ieeexplore.ieee.org/author/37963196600; https://ieeexplore.ieee.org/author/37089337003; https://ieeexplore.ieee.org/author/37086371866; https://ieeexplore.ieee.org/author/764713730150279; https://ieeexplore.ieee.org/author/360509177316423; https://ieeexplore.ieee.org/author/38066826700; https://ieeexplore.ieee.org/author/37089338341; https://ieeexplore.ieee.org/author/37085397665; https://ieeexplore.ieee.org/author/37085575701; https://ieeexplore.ieee.org/author/595273065606852
11409298,,"A 4042-PPI 10b 240Hz Digital-PWM CMOS Backplane for Micro-Led-on-Silicon Displays with a Shared, Unified Memory-in-Pixel Architecture",https://ieeexplore.ieee.org/document/11409298/,10.1109/ISSCC49663.2026.11409298,412,414,Kihyun Kim; Jun-Gi Lee; Hyun-Sik Kim,https://ieeexplore.ieee.org/author/37088378644; https://ieeexplore.ieee.org/author/37089180881; https://ieeexplore.ieee.org/author/675490727042770
11408983,,A 144mW 161Mpixels/s Tensor Display Processor for 3D Virtual Reality,https://ieeexplore.ieee.org/document/11408983/,10.1109/ISSCC49663.2026.11408983,414,416,Ching-Yen Lee; Yueh-Feng Tsai; Ying-Sheng Lin; Chia-Hsiang Yang,https://ieeexplore.ieee.org/author/454034500083761; https://ieeexplore.ieee.org/author/37089720985; https://ieeexplore.ieee.org/author/37089595356; https://ieeexplore.ieee.org/author/37089267909
11409353,,A 512ch 10b Source-Driver IC with Current-Mode Auto-Zeroing Scheme Achieving 1.4mV DVO and 600ns 1-Horizontal Time for Mobile OLED Displays,https://ieeexplore.ieee.org/document/11409353/,10.1109/ISSCC49663.2026.11409353,1,3,Yousung Park; Gyu-Wan Lim; Hyun-Sik Kim,https://ieeexplore.ieee.org/author/37089460828; https://ieeexplore.ieee.org/author/37089336424; https://ieeexplore.ieee.org/author/675490727042770
11409093,,A 10b Display Driver IC with a Pivoting Translinear-Loop DAC-in-Buffer Enabling $1\mu\mathrm{s}1-\mathrm{H}$ Scan Time and $1722\mu\mathrm{m}^{2}$ Per Channel,https://ieeexplore.ieee.org/document/11409093/,10.1109/ISSCC49663.2026.11409093,418,420,Hyeong-Joon Kim; Yousung Park; Kihyun Kim; Seunghwa Shin; Hyun-Sik Kim,https://ieeexplore.ieee.org/author/37086969156; https://ieeexplore.ieee.org/author/37089460828; https://ieeexplore.ieee.org/author/37088378644; https://ieeexplore.ieee.org/author/37089924144; https://ieeexplore.ieee.org/author/675490727042770
11409115,24.6,24.6 A Touch-Embedded OLED Display-Driver IC with Display Noise Referencing and Display Coupling Noise Prediction Based on Dedicated Neural Networks for Mobile Applications with CoE Display,https://ieeexplore.ieee.org/document/11409115/,10.1109/ISSCC49663.2026.11409115,420,422,Yun-Rae Jo; Sewhan Na; Sanho Byun; Junchul Park; Gyeongmin Ha; Jiheon Ok; Tae-Gyun Song; Woo-Nyoung Lee; Jihyun Lee; Hyun-Wook Lim; Siwoo Kim; Jae-Youl Lee,https://ieeexplore.ieee.org/author/38244060100; https://ieeexplore.ieee.org/author/360509177316423; https://ieeexplore.ieee.org/author/37839031300; https://ieeexplore.ieee.org/author/37088612768; https://ieeexplore.ieee.org/author/37089772908; https://ieeexplore.ieee.org/author/396174091028784; https://ieeexplore.ieee.org/author/37088488730; https://ieeexplore.ieee.org/author/467157948905569; https://ieeexplore.ieee.org/author/654938101128518; https://ieeexplore.ieee.org/author/37085397665; https://ieeexplore.ieee.org/author/37089774199; https://ieeexplore.ieee.org/author/887591834927093
11409146,,Session 25 Overview: Hardware Security,https://ieeexplore.ieee.org/document/11409146/,10.1109/ISSCC49663.2026.11409146,422,423,,
